ID,PRPO_poskodbe,Datum_Nesrece,Cas_Nesrece,Naselje_ali_ne,PRVZ_vzrok,PRPV_Tip_Nesrece,PRVR_Vreme,PRSP_Promet,PRSV_vozisce,PRPV_Povrsje,BPLO,LOVC_vrsta_ceste,LVTI_odsek,ime_ceste,stevilka_odseka,ulica_odseka,LVZN_vrsta_avta,PRKD_vrsta_kraja,unknown1,unknown2,LOKO_sifra_za_predel,predel_mesta,LONO_sifraKraja,kraj,LOOB_duplikat,duplikat,LVVN_vrsta_vozila,regija,mesec,dan,dan_v_tednu,je_praznik

788229,U,30.03.2014,14.0,D,PV,TV,J,E,AZ,SU,N,N,19083,KOSTANJEVICA NA KRKI,11.0,KR�KA CESTA,4,P,78609,532976,541331,KOSTANJEVICA NA KRKI - KO,197.0,KOSTANJEVICA NA KRKI,5519,KR�KO,6,POSAVSKA,3,30d,6w,False

788230,B,30.03.2014,15.1,D,PV,BT,J,N,AH,SU,N,V,53166,VOL�A,0.0,NI ULIC,7,C,110294,436957,272040,GORENJA VAS-POLJANE - POD,27.0,GORENJA VAS-POLJANE,5553,�KOFJA LOKA,9,GORENJSKA,3,30d,6w,False

788231,U,24.03.2014,5.3,D,OS,PZ,O,R,AH,MO,N,V,28186,ZAKLANEC,0.0,NI ULIC,1,C,97855,447145,1621993,HORJUL - ZAKLANEC,162.0,HORJUL,5524,LJUBLJANA,8,OSREDNJESLOVENSKA,3,24d,0w,False

788232,B,20.03.2014,7.35,D,SV,OP,J,G,AZ,SU,N,N,38201,NOVO MESTO,99.0,�EGOVA ULICA,120,C,72076,512918,851484,NOVO MESTO - �MIHEL PRI N,85.0,NOVO MESTO,5538,NOVO MESTO,7,JUGOVZHODNA SLOVENIJA,3,20d,3w,False

788233,U,18.03.2014,7.5,D,PV,OP,J,G,AH,SU,N,N,25001,LJUBLJANA,28105.0,LANGUSOVA ULICA,4,C,100291,461064,612679,LJUBLJANA - GRADI��E II,61.0,LJUBLJANA,5524,LJUBLJANA,8,OSREDNJESLOVENSKA,3,18d,1w,False

788234,H,01.04.2014,12.1,N,HI,PR,J,N,AZ,SU,C,2,00105,NOVO MESTO LO�NA-METLIKA,256.0,NOVO MESTO REVOZ-METLIKA,22500,C,58487,522881,731506,METLIKA - LOKVICA,73.0,METLIKA,5534,METLIKA,7,JUGOVZHODNA SLOVENIJA,4,1d,1w,False

788235,U,06.03.2014,8.0,D,PV,PZ,J,R,AZ,SU,N,V,28021,�RNI VRH-DOBROVA-POLHOV G,0.0,NI ULIC,23,C,106118,443343,211985,DOBROVA-POLHOV GRADEC - �,21.0,DOBROVA-POLHOV GRADEC,5524,LJUBLJANA,8,OSREDNJESLOVENSKA,3,6d,3w,False

788236,B,27.03.2014,18.5,N,PR,OP,J,E,AH,SU,C,4,00441,MURSKA SOBOTA - GEDEROVCI,1298.0,MURSKA SOBOTA-GEDEROVCI,8000,C,170741,582800,100115,TI�INA - RANKOVCI,10.0,TI�INA,5536,MURSKA SOBOTA,1,POMURSKA,3,27d,3w,False

788237,U,13.03.2014,21.0,N,OS,OS,J,N,AZ,SU,C,0,000A1,�ENTILJ-MB-CE-LJ-PO-SRMIN,189.0,PRIKLJU�EK LJ SNEBERJE,100,C,104185,467976,611771,LJUBLJANA - ZADOBROVA,61.0,LJUBLJANA,5524,LJUBLJANA,8,OSREDNJESLOVENSKA,3,13d,3w,False

788238,B,28.03.2014,13.0,D,PV,TV,J,N,AH,SU,N,N,64033,MARIBOR,109.0,ULICA GOCETA DEL�EVA,19,P,156668,551896,700681,MARIBOR - POBRE�JE,70.0,MARIBOR,5564,MARIBOR,2,PODRAVSKA,3,28d,4w,False

788239,U,28.03.2014,8.5,D,PV,TV,O,G,AH,SU,N,N,02014,BRE�ICE,18.0,PLETER�NIKOVA ULICA,2,P,85117,546702,91299,BRE�ICE - ZAKOT,9.0,BRE�ICE,5502,BRE�ICE,6,POSAVSKA,3,28d,4w,False

788240,B,25.03.2014,10.05,D,OS,TO,J,N,AH,SU,N,N,42135,PTUJ,100.0,MINORITSKI TRG,4,C,141969,567335,960400,PTUJ - PTUJ,96.0,PTUJ,5542,PTUJ,2,PODRAVSKA,3,25d,1w,False

788241,L,01.04.2014,18.55,D,VR,NT,J,N,AH,SU,N,N,06139,VIR,3.0,BUKOV�EVA ULICA,3,C,111665,470005,231959,DOM�ALE - DOM�ALE,23.0,DOM�ALE,5506,DOM�ALE,8,OSREDNJESLOVENSKA,4,1d,1w,False

788242,B,01.04.2014,16.0,D,PD,BT,J,N,AZ,SU,N,N,06131,TRZIN,33.0,BLATNICA,3,C,108860,465675,1861961,TRZIN - TRZIN,186.0,TRZIN,5506,DOM�ALE,8,OSREDNJESLOVENSKA,4,1d,1w,False

788243,U,01.04.2014,6.45,D,PV,TV,N,E,MA,SU,N,V,06077,PODRE�JE,0.0,NI ULIC,48,P,111302,469915,231959,DOM�ALE - DOM�ALE,23.0,DOM�ALE,5506,DOM�ALE,8,OSREDNJESLOVENSKA,4,1d,1w,False

788244,U,22.03.2014,9.0,D,PV,OS,O,E,AZ,SU,N,N,03011,CELJE,95.0,MARIBORSKA CESTA,100,C,121982,521765,111074,CELJE - SPODNJA HUDINJA,11.0,CELJE,5503,CELJE,4,SAVINJSKA,3,22d,5w,False

788245,U,22.03.2014,9.0,D,PV,TV,O,R,AH,SU,N,N,03011,CELJE,95.0,MARIBORSKA CESTA,128,P,122185,521825,111074,CELJE - SPODNJA HUDINJA,11.0,CELJE,5503,CELJE,4,SAVINJSKA,3,22d,5w,False

788246,B,31.03.2014,12.23,N,OS,OS,J,N,AH,SU,C,0,000A1,�ENTILJ-MB-CE-LJ-PO-SRMIN,51.0,LJ KOZARJE-BREZOVICA,1500,C,98525,457351,211994,DOBROVA-POLHOV GRADEC - D,21.0,DOBROVA-POLHOV GRADEC,5524,LJUBLJANA,8,OSREDNJESLOVENSKA,3,31d,0w,False

788247,B,01.04.2014,13.2,D,PV,BT,J,G,AH,SU,N,N,25001,LJUBLJANA,25162.0,�MARTINSKA CESTA,28,C,101673,463311,611726,LJUBLJANA - �ENTPETER,61.0,LJUBLJANA,5524,LJUBLJANA,8,OSREDNJESLOVENSKA,4,1d,1w,False

788248,U,28.03.2014,7.0,D,OS,TV,O,E,AH,SU,N,N,03011,CELJE,113.0,OPEKARNI�KA CESTA,9,C,122518,521324,111074,CELJE - SPODNJA HUDINJA,11.0,CELJE,5503,CELJE,4,SAVINJSKA,3,28d,4w,False

788249,U,28.03.2014,9.56,D,PV,TV,J,N,AH,SU,N,N,42135,PTUJ,66.0,ORMO�KA CESTA,15,P,141971,567909,960400,PTUJ - PTUJ,96.0,PTUJ,5542,PTUJ,2,PODRAVSKA,3,28d,4w,False

788250,L,31.03.2014,14.26,N,HI,PR,J,N,AH,SU,C,0,000A1,�ENTILJ-MB-CE-LJ-PO-SRMIN,55.0,UNEC-POSTOJNA,7250,C,71513,439971,942490,POSTOJNA - POSTOJNA,94.0,POSTOJNA,5541,POSTOJNA,10,PRIMORSKO-NOTRANJSKA,3,31d,0w,False

788251,U,01.04.2014,6.0,N,SV,TO,J,N,AH,SU,C,0,000A1,�ENTILJ-MB-CE-LJ-PO-SRMIN,17.0,LJ BARJANSKA-VI�,350,C,98125,461240,611722,LJUBLJANA - TRNOVSKO PRED,61.0,LJUBLJANA,5524,LJUBLJANA,8,OSREDNJESLOVENSKA,4,1d,1w,False

788252,L,13.03.2014,14.1,D,HI,NT,J,G,AH,SU,N,N,25001,LJUBLJANA,26016.0,KAJUHOVA ULICA,40,C,101553,464785,611730,LJUBLJANA - MOSTE,61.0,LJUBLJANA,5524,LJUBLJANA,8,OSREDNJESLOVENSKA,3,13d,3w,False

788253,B,31.03.2014,7.39,N,PD,�T,J,N,AZ,SU,C,4,00412,NAKLO-KRANJ-KRANJ LABORE,1454.0,POLICA-KR KIDRI�EVA,0,R,124512,449014,522100,KRANJ - KRANJ,52.0,KRANJ,5518,KRANJ,9,GORENJSKA,3,31d,0w,False

788254,U,31.03.2014,7.25,D,PV,TV,J,N,AH,SU,N,N,42135,PTUJ,67.0,OSOJNIKOVA CESTA,25,P,142883,568132,960400,PTUJ - PTUJ,96.0,PTUJ,5542,PTUJ,2,PODRAVSKA,3,31d,0w,False

788255,B,25.03.2014,21.0,D,PV,TV,O,E,AH,SU,N,N,18035,KRANJ,69.0,PLANINA,19,P,121211,451355,522122,KRANJ - HUJE,52.0,KRANJ,5518,KRANJ,9,GORENJSKA,3,25d,1w,False

788256,B,25.03.2014,9.2,N,PV,TV,J,N,AH,SU,C,0,000A1,�ENTILJ-MB-CE-LJ-PO-SRMIN,36.0,FRAM-SL.BISTRICA,2800,C,142866,549092,1130742,SLOVENSKA BISTRICA - ZGOR,113.0,SLOVENSKA BISTRICA,5550,SLOVENSKA BISTRICA,2,PODRAVSKA,3,25d,1w,False

788257,L,31.03.2014,12.5,D,PD,BT,J,N,AH,SU,N,N,25001,LJUBLJANA,27012.0,CELOV�KA CESTA,291,C,104768,459767,611738,LJUBLJANA - DRAVLJE,61.0,LJUBLJANA,5524,LJUBLJANA,8,OSREDNJESLOVENSKA,3,31d,0w,False

788258,U,01.04.2014,10.35,D,PV,TV,J,E,AH,SU,N,N,42135,PTUJ,142.0,ULICA 5. PREKOMORSKE,15,P,143175,567134,960392,PTUJ - KR�EVINA PRI PTUJU,96.0,PTUJ,5542,PTUJ,2,PODRAVSKA,4,1d,1w,False

788259,U,07.03.2014,8.0,D,OS,TV,J,G,AZ,SU,N,N,25001,LJUBLJANA,24112.0,SAVELJSKA CESTA,1,C,104793,461702,611738,LJUBLJANA - DRAVLJE,61.0,LJUBLJANA,5524,LJUBLJANA,8,OSREDNJESLOVENSKA,3,7d,4w,False

788260,B,28.03.2014,12.0,D,PV,TV,J,N,AH,SU,N,N,18035,KRANJ,69.0,PLANINA,67,P,121198,451417,522122,KRANJ - HUJE,52.0,KRANJ,5518,KRANJ,9,GORENJSKA,3,28d,4w,False

788261,L,04.03.2014,11.1,D,VR,NT,J,G,AH,SU,N,N,25001,LJUBLJANA,25162.0,�MARTINSKA CESTA,28,C,101673,463311,611726,LJUBLJANA - �ENTPETER,61.0,LJUBLJANA,5524,LJUBLJANA,8,OSREDNJESLOVENSKA,3,4d,1w,False

788263,B,31.03.2014,12.1,D,PD,BT,J,N,AZ,SU,N,N,38201,NOVO MESTO,161.0,STRA�KA CESTA,50,R,74457,510749,851455,NOVO MESTO - BR�LJIN,85.0,NOVO MESTO,5538,NOVO MESTO,7,JUGOVZHODNA SLOVENIJA,3,31d,0w,False

788264,B,01.04.2014,18.22,N,SV,PR,J,N,AZ,SU,C,2,00102,ROBI�-IDRIJA-LOGATEC,1038.0,BA�A-DOL.TREBU�A,1050,C,111356,405902,1282256,TOLMIN - IDRIJA PRI BA�I,128.0,TOLMIN,5555,TOLMIN,11,GORI�KA,4,1d,1w,False

788265,B,31.03.2014,8.2,N,VR,NT,J,R,AH,SU,C,4,00454,MIKLAV�-HAJDINA-ZLATOLI�J,1400.0,MIKLAV�-HAJDINA,1400,C,152082,553498,1690693,MIKLAV� NA DRAVSKEM POLJU,169.0,MIKLAV� NA DRAVSKEM POLJU,5564,MARIBOR,2,PODRAVSKA,3,31d,0w,False

788266,U,24.03.2014,13.0,D,PV,TV,N,E,OS,OS,N,N,25001,LJUBLJANA,26135.0,CESTA �PANSKIH BORCEV,47,P,100503,469615,611770,LJUBLJANA - KA�ELJ,61.0,LJUBLJANA,5524,LJUBLJANA,8,OSREDNJESLOVENSKA,3,24d,0w,False

788267,U,24.03.2014,13.4,D,SV,BT,J,N,AH,SU,N,N,44003,BLED,43.0,PRE�ERNOVA CESTA,52,C,136944,431454,32190,BLED - BLED,3.0,BLED,5544,RADOVLJICA,9,GORENJSKA,3,24d,0w,False

788268,B,31.03.2014,11.21,D,PV,TO,J,N,AZ,SU,N,N,64033,MARIBOR,473.0,SODNA ULICA,15,P,157448,550400,700657,MARIBOR - MARIBOR-GRAD,70.0,MARIBOR,5564,MARIBOR,2,PODRAVSKA,3,31d,0w,False

788269,U,17.03.2014,17.0,D,OS,OS,J,G,MA,SU,N,V,44082,UKANC,0.0,NI ULIC,6,P,126380,410605,42198,BOHINJ - STUDOR,4.0,BOHINJ,5544,RADOVLJICA,9,GORENJSKA,3,17d,0w,False

788270,U,29.03.2014,15.0,D,PV,TV,J,R,AH,SU,N,N,21026,LENART V SLOV. GORICAH,35.0,INDUSTRIJSKA ULICA,8,P,160420,564875,580532,LENART - LENART V SLOVENS,58.0,LENART,5521,LENART,2,PODRAVSKA,3,29d,5w,False

788271,L,25.03.2014,15.15,D,PV,TV,O,G,AH,MO,N,N,64033,MARIBOR,534.0,TR�A�KA CESTA,36,C,155056,549931,700678,MARIBOR - SPODNJE RADVANJ,70.0,MARIBOR,5564,MARIBOR,2,PODRAVSKA,3,25d,1w,False

788272,B,26.03.2014,14.55,D,PV,TO,J,R,AH,SU,N,N,64033,MARIBOR,534.0,TR�A�KA CESTA,67,C,0,0,700659,MARIBOR - TABOR,70.0,MARIBOR,5564,MARIBOR,2,PODRAVSKA,3,26d,2w,False

788273,U,22.03.2014,17.0,D,PV,OS,J,N,AH,SU,N,V,44085,VRBNJE,0.0,NI ULIC,12,P,134353,438054,1022158,RADOVLJICA - MO�NJE,102.0,RADOVLJICA,5544,RADOVLJICA,9,GORENJSKA,3,22d,5w,False

788274,L,28.03.2014,16.35,D,PD,BT,J,E,AH,SU,N,N,02014,BRE�ICE,9.0,GUB�EVA ULICA,2,C,84596,546556,91300,BRE�ICE - BRE�ICE,9.0,BRE�ICE,5502,BRE�ICE,6,POSAVSKA,3,28d,4w,False

788275,B,19.03.2014,23.0,D,HI,TO,J,R,AZ,SU,N,V,09033,GABRJE PRI STI�NI,0.0,NI ULIC,39,C,90452,485548,391810,IVAN�NA GORICA - STI�NA,39.0,IVAN�NA GORICA,5509,GROSUPLJE,8,OSREDNJESLOVENSKA,3,19d,2w,False

788276,B,21.03.2014,10.15,D,PV,TV,J,N,AZ,SU,N,N,25001,LJUBLJANA,24244.0,BRN�I�EVA ULICA,13,C,106205,464872,611756,LJUBLJANA - �RNU�E,61.0,LJUBLJANA,5524,LJUBLJANA,8,OSREDNJESLOVENSKA,3,21d,4w,False

788277,U,30.03.2014,14.2,D,PD,�T,J,N,AH,SU,N,V,44078,SREDNJA VAS V BOHINJU,0.0,NI ULIC,97,C,128528,418020,42197,BOHINJ - BOHINJSKA SREDNJ,4.0,BOHINJ,5544,RADOVLJICA,9,GORENJSKA,3,30d,6w,False

788278,L,28.03.2014,9.5,D,PD,BT,J,N,AH,SU,C,4,00441,MURSKA SOBOTA - GEDEROVCI,1298.0,MURSKA SOBOTA-GEDEROVCI,600,C,169549,589659,800105,MURSKA SOBOTA - MURSKA SO,80.0,MURSKA SOBOTA,5536,MURSKA SOBOTA,1,POMURSKA,3,28d,4w,False

788279,L,31.03.2014,15.55,D,PD,�T,J,G,AZ,SU,N,N,38201,NOVO MESTO,22.0,KANDIJSKA CESTA,21,R,72974,513787,851483,NOVO MESTO - KANDIJA,85.0,NOVO MESTO,5538,NOVO MESTO,7,JUGOVZHODNA SLOVENIJA,3,31d,0w,False

788280,B,22.02.2014,10.0,D,SV,�T,D,N,AZ,MO,N,N,15024,KAMNIK,80.0,�UTNA,37,C,119823,470085,431911,KAMNIK - KAMNIK,43.0,KAMNIK,5515,KAMNIK,8,OSREDNJESLOVENSKA,2,22d,5w,False

788281,U,26.03.2014,19.2,N,OS,PZ,J,N,AH,SU,C,3,00209,LESCE-BLED-BOH.BIS-JEZERO,1090.0,SOTESKA-BITNJE,2000,C,127744,425739,42201,BOHINJ - NOMENJ,4.0,BOHINJ,5544,RADOVLJICA,9,GORENJSKA,3,26d,2w,False

788282,L,01.04.2014,17.4,D,HI,PR,O,R,AZ,SU,N,N,25001,LJUBLJANA,28059.0,GRI�,56,C,101879,457886,612683,LJUBLJANA - GRI�,61.0,LJUBLJANA,5524,LJUBLJANA,8,OSREDNJESLOVENSKA,4,1d,1w,False

788283,U,28.03.2014,6.5,N,OS,PZ,J,N,AH,SU,C,3,00209,LESCE-BLED-BOH.BIS-JEZERO,1090.0,SOTESKA-BITNJE,5300,C,127673,422762,42201,BOHINJ - NOMENJ,4.0,BOHINJ,5544,RADOVLJICA,9,GORENJSKA,3,28d,4w,False

788284,U,18.03.2014,9.0,D,OS,OS,N,E,AZ,OS,N,N,25001,LJUBLJANA,27422.0,BRAVNI�ARJEVA ULICA,5,P,104562,460152,611738,LJUBLJANA - DRAVLJE,61.0,LJUBLJANA,5524,LJUBLJANA,8,OSREDNJESLOVENSKA,3,18d,1w,False

788285,U,28.03.2014,19.2,D,OS,PZ,J,N,AH,SU,N,V,44050,PODHOM,0.0,NI ULIC,1,C,138561,430695,32184,GORJE - PODHOM,207.0,GORJE,5544,RADOVLJICA,9,GORENJSKA,3,28d,4w,False

788286,B,27.03.2014,20.15,N,SV,�T,O,R,AH,SU,C,L,96103,321030 MALNI-�IST NAPRAVA,0.0,NI ODSEKOV,0,C,76076,442422,942470,POSTOJNA - GORENJA PLANIN,94.0,POSTOJNA,5541,POSTOJNA,10,PRIMORSKO-NOTRANJSKA,3,27d,3w,False

788287,U,26.03.2014,10.3,D,OS,OS,J,N,AZ,SU,N,N,03011,CELJE,111.0,OBLAKOVA ULICA,5,C,121202,520621,111077,CELJE - CELJE,11.0,CELJE,5503,CELJE,4,SAVINJSKA,3,26d,2w,False

788288,U,21.03.2014,14.0,D,PV,TO,D,R,AH,MO,N,N,25001,LJUBLJANA,24064.0,KUZMI�EVA ULICA,9,C,102562,462226,612636,LJUBLJANA - BE�IGRAD,61.0,LJUBLJANA,5524,LJUBLJANA,8,OSREDNJESLOVENSKA,3,21d,4w,False

788289,U,21.03.2014,20.0,D,PV,TV,N,E,AZ,OS,N,N,25001,LJUBLJANA,27426.0,OMERSOVA ULICA,79,P,103194,458156,611755,LJUBLJANA - GLINCE,61.0,LJUBLJANA,5524,LJUBLJANA,8,OSREDNJESLOVENSKA,3,21d,4w,False

788290,B,28.03.2014,14.13,D,PR,BT,J,N,AZ,SU,C,3,00201,KORENSKO SEDLO - HRU�ICA,203.0,KR.GORA-MOJSTRANA-DOVJE,3100,C,149749,410358,532170,KRANJSKA GORA - GOZD,53.0,KRANJSKA GORA,5514,JESENICE,9,GORENJSKA,3,28d,4w,False

788291,U,24.03.2014,7.3,D,PV,TO,N,E,AZ,OS,N,V,24005,DOL PRI LJUBLJANI,0.0,NI ULIC,1,C,105047,472495,221761,DOL PRI LJUBLJANI - DOL P,22.0,DOL PRI LJUBLJANI,5524,LJUBLJANA,8,OSREDNJESLOVENSKA,3,24d,0w,False

788292,U,19.03.2014,17.2,D,OS,OP,J,N,AZ,SU,N,V,44052,PODNART,0.0,NI ULIC,20,C,127767,443348,1022161,RADOVLJICA - ZALO�E,102.0,RADOVLJICA,5544,RADOVLJICA,9,GORENJSKA,3,19d,2w,False

788293,L,30.03.2014,14.3,D,VR,�T,J,R,AH,SU,N,V,03020,GLOBO�E,0.0,NI ULIC,18,C,130185,524652,1391061,VOJNIK - VI�NJA VAS,139.0,VOJNIK,5503,CELJE,4,SAVINJSKA,3,30d,6w,False

788294,B,01.04.2014,10.2,D,VR,NT,J,G,AH,SU,N,N,25001,LJUBLJANA,25205.0,ZALO�KA CESTA,188,C,101209,468067,611772,LJUBLJANA - SLAPE,61.0,LJUBLJANA,5524,LJUBLJANA,8,OSREDNJESLOVENSKA,4,1d,1w,False

788295,U,29.03.2014,3.0,D,PV,TV,N,E,AZ,SU,N,N,25001,LJUBLJANA,28022.0,CESTA NA VRHOVCE,4,C,99838,458628,211982,DOBROVA-POLHOV GRADEC - �,21.0,DOBROVA-POLHOV GRADEC,5524,LJUBLJANA,8,OSREDNJESLOVENSKA,3,29d,5w,False

788296,U,01.04.2014,8.3,D,PV,OP,J,G,AZ,SU,N,N,25001,LJUBLJANA,26144.0,CHENGDUJSKA CESTA,26,P,101046,466682,611772,LJUBLJANA - SLAPE,61.0,LJUBLJANA,5524,LJUBLJANA,8,OSREDNJESLOVENSKA,4,1d,1w,False

788297,U,31.03.2014,7.3,D,PV,TV,J,E,AZ,SU,N,N,25001,LJUBLJANA,25107.0,NJEGO�EVA CESTA,4,C,101142,463190,611726,LJUBLJANA - �ENTPETER,61.0,LJUBLJANA,5524,LJUBLJANA,8,OSREDNJESLOVENSKA,3,31d,0w,False

788298,B,14.03.2014,22.32,D,OS,OP,O,R,AH,SU,N,V,09197,VRH PRI VI�NJI GORI,0.0,NI ULIC,17,C,91763,480730,391802,IVAN�NA GORICA - LESKOVEC,39.0,IVAN�NA GORICA,5509,GROSUPLJE,8,OSREDNJESLOVENSKA,3,14d,4w,False

788299,U,01.04.2014,9.0,D,PV,TV,O,N,AH,SU,N,N,62104,�ALEC,4.0,CELJSKA CESTA,8,P,122890,513631,1900996,�ALEC - �ALEC,190.0,�ALEC,5562,�ALEC,4,SAVINJSKA,4,1d,1w,False

788300,B,01.04.2014,12.3,D,PV,OP,J,N,AZ,SU,N,N,64033,MARIBOR,432.0,RAZLAGOVA ULICA,16,P,157751,550416,700657,MARIBOR - MARIBOR-GRAD,70.0,MARIBOR,5564,MARIBOR,2,PODRAVSKA,4,1d,1w,False

788301,U,01.04.2014,12.1,D,PV,OP,J,N,AH,SU,N,N,62104,�ALEC,4.0,CELJSKA CESTA,8,P,122890,513631,1900996,�ALEC - �ALEC,190.0,�ALEC,5562,�ALEC,4,SAVINJSKA,4,1d,1w,False

788302,U,01.04.2014,11.3,D,PV,OP,J,N,AH,SU,N,N,62104,�ALEC,4.0,CELJSKA CESTA,8,P,122890,513631,1900996,�ALEC - �ALEC,190.0,�ALEC,5562,�ALEC,4,SAVINJSKA,4,1d,1w,False

788303,B,22.03.2014,16.0,D,PD,OP,N,E,AZ,SU,N,V,48038,GORJANSKO,0.0,NI ULIC,69,C,73922,400443,492425,KOMEN - GORJANSKO,49.0,KOMEN,5548,SE�ANA,12,OBALNO-KRA�KA,3,22d,5w,False

788304,L,01.04.2014,10.45,N,PD,�T,J,N,AZ,SU,C,4,00447,MEDLOG-�ALEC-�EMP.-TRZIN,290.0,�ENTRUPERT-LO�ICA,3450,C,122595,502983,1841009,TABOR - OJSTRI�KA VAS,184.0,TABOR,5562,�ALEC,4,SAVINJSKA,4,1d,1w,False

788305,B,01.04.2014,14.4,N,VR,TV,J,N,AH,SU,C,2,00102,ROBI�-IDRIJA-LOGATEC,1040.0,PER�ETI-MOST NA SO�I,3100,C,115877,403051,1282247,TOLMIN - POLJUBINJ,128.0,TOLMIN,5555,TOLMIN,11,GORI�KA,4,1d,1w,False

788306,L,25.03.2014,6.0,D,SV,BT,O,N,AZ,SU,N,N,64033,MARIBOR,87.0,ENGELSOVA ULICA,2,M,156469,548742,700660,MARIBOR - STUDENCI,70.0,MARIBOR,5564,MARIBOR,2,PODRAVSKA,3,25d,1w,False

788307,B,01.04.2014,5.2,N,HI,OP,J,N,AH,SU,C,4,00427,LATKOVA VAS-TRBOVLJE,1351.0,LATKOVA VAS-TRBOVLJE,10500,C,116355,505574,1741018,PREBOLD - MARIJA REKA,174.0,PREBOLD,5562,�ALEC,4,SAVINJSKA,4,1d,1w,False

788308,B,27.03.2014,13.55,D,PV,TV,O,N,AZ,SU,N,N,09047,GROSUPLJE,52.0,GASILSKA CESTA,1,C,89830,474140,321783,GROSUPLJE - GROSUPLJE - N,32.0,GROSUPLJE,5509,GROSUPLJE,8,OSREDNJESLOVENSKA,3,27d,3w,False

788309,U,28.03.2014,8.3,D,SV,OP,J,N,AH,SU,N,V,10003,BRNICA-HRASTNIK,0.0,NI ULIC,16,C,110862,508410,341856,HRASTNIK - DOL PRI HRASTN,34.0,HRASTNIK,5510,HRASTNIK,5,ZASAVSKA,3,28d,4w,False

788310,B,01.04.2014,17.15,D,HI,PR,J,R,AH,SU,N,V,12062,ZARE�JE,0.0,NI ULIC,1,C,48159,439133,382531,ILIRSKA BISTRICA - ZARE�J,38.0,ILIRSKA BISTRICA,5512,ILIRSKA BISTRICA,10,PRIMORSKO-NOTRANJSKA,4,1d,1w,False

788311,L,23.03.2014,9.5,N,HI,BT,D,N,AZ,MO,C,5,00622,GORI�E-KAL,6848.0,GORI�E-KAL,600,C,59596,423817,192450,DIVA�A - FAMLJE,19.0,DIVA�A,5548,SE�ANA,12,OBALNO-KRA�KA,3,23d,6w,False

788312,U,31.03.2014,12.0,D,PV,TV,J,N,AZ,SU,N,N,13004,IZOLA,41.0,PRE�ERNOVA CESTA,9,P,44248,396035,402626,IZOLA - IZOLA,40.0,IZOLA,5513,IZOLA,12,OBALNO-KRA�KA,3,31d,0w,False

788313,B,31.03.2014,17.0,D,PV,TV,J,G,MA,SU,N,N,17042,KOPER,10.0,PRISTANI�KA ULICA,2,P,45438,400891,502605,KOPER - KOPER,50.0,KOPER,5517,KOPER,12,OBALNO-KRA�KA,3,31d,0w,False

788314,L,01.04.2014,12.25,D,PV,BT,J,N,AZ,SU,N,N,64033,MARIBOR,299.0,MLINSKA ULICA,33,M,157246,550584,700657,MARIBOR - MARIBOR-GRAD,70.0,MARIBOR,5564,MARIBOR,2,PODRAVSKA,4,1d,1w,False

788315,B,01.04.2014,11.0,D,PV,OP,J,G,AZ,SU,N,N,18035,KRANJ,92.0,STARA CESTA,25,P,122077,450350,522100,KRANJ - KRANJ,52.0,KRANJ,5518,KRANJ,9,GORENJSKA,4,1d,1w,False

788316,B,30.01.2014,14.01,D,PV,TV,S,E,AZ,SN,N,N,09052,IVAN�NA GORICA,5.0,LJUBLJANSKA CESTA,2,C,88284,484747,391820,IVAN�NA GORICA - GORENJA,39.0,IVAN�NA GORICA,5509,GROSUPLJE,8,OSREDNJESLOVENSKA,1,30d,3w,False

788317,B,26.03.2014,7.4,N,PD,BT,J,N,AH,SU,C,H,000H2,PESNICA - MARIBOR (TEZNO),130.0,PRIKLJU�EK PESNICA,110,M,161196,551471,700639,MARIBOR - PO�EHOVA,70.0,MARIBOR,5564,MARIBOR,2,PODRAVSKA,3,26d,2w,False

788318,B,14.03.2014,12.2,D,PV,TV,J,E,AH,SU,N,N,09047,GROSUPLJE,17.0,POD GOZDOM CESTA I,14,C,90640,473486,321783,GROSUPLJE - GROSUPLJE - N,32.0,GROSUPLJE,5509,GROSUPLJE,8,OSREDNJESLOVENSKA,3,14d,4w,False

788319,B,22.03.2014,21.0,N,PR,OP,J,R,AH,SU,C,0,000A5,MARIBOR-M.SOBOTA-PINCE,913.0,TURNI��E - DOLGA VAS,0,C,163877,601100,1320149,TURNI��E - TURNI��E,132.0,TURNI��E,5522,LENDAVA,1,POMURSKA,3,22d,5w,False

788320,L,28.03.2014,8.14,N,VR,TV,J,N,AZ,SU,C,3,00225,MENGE�-DUPLICA-�ENTRUPERT,1359.0,DUPLICA-KAMNIK,3200,C,119816,470374,431911,KAMNIK - KAMNIK,43.0,KAMNIK,5515,KAMNIK,8,OSREDNJESLOVENSKA,3,28d,4w,False

788321,L,29.03.2014,17.0,D,PD,�T,J,N,AZ,SU,N,N,16055,KO�EVJE,6.0,LJUBLJANSKA CESTA,5,R,55115,489353,481577,KO�EVJE - KO�EVJE,48.0,KO�EVJE,5516,KO�EVJE,7,JUGOVZHODNA SLOVENIJA,3,29d,5w,False

